product_id,type,year,month,order,start_stock,end_stock
1001,A1,2021,1,15182.0,117.0,165.0
1001,A1,2021,2,1128.0,165.0,151.0
1001,A1,2021,3,10756.0,151.0,129.0
1002,A2,2021,1,15182.0,213.0,869.0
1002,A2,2021,2,1128.0,869.0,676.0
1002,A2,2021,3,10756.0,676.0,129.0
1003,A1,2021,1,15182.0,104.0,171.0
1003,A1,2021,2,1128.0,171.0,166.0
1003,A1,2021,3,10756.0,166.0,173.0
1004,A2,2021,1,15182.0,192.0,591.0
1004,A2,2021,2,1128.0,584.0,461.0
1004,A2,2021,3,10756.0,461.0,231.0
1005,A1,2021,1,15182.0,205.0,389.0
1005,A1,2021,2,1128.0,389.0,313.0
1005,A1,2021,3,10756.0,313.0,185.0
1006,A3,2021,1,15182.0,128.0,393.0
1006,A3,2021,2,1128.0,393.0,366.0
1006,A3,2021,3,10756.0,366.0,296.0
1007,A1,2021,1,15182.0,184.0,441.0
1007,A1,2021,2,1128.0,441.0,410.0
1007,A1,2021,3,10756.0,410.0,222.0
1008,A1,2021,1,15182.0,89.0,174.0
1008,A1,2021,2,1128.0,174.0,168.0
1008,A1,2021,3,10756.0,168.0,94.0
1009,A3,2021,1,15182.0,130.0,365.0
1009,A3,2021,2,1128.0,365.0,320.0
1009,A3,2021,3,10756.0,320.0,183.0
1010,A1,2021,1,15182.0,64.0,78.0
1010,A1,2021,2,1128.0,69.0,68.0
1010,A1,2021,3,10756.0,76.0,66.0
1011,A3,2021,1,15182.0,83.0,97.0
1011,A3,2021,2,1128.0,97.0,70.0
1011,A3,2021,3,10756.0,78.0,106.0
1012,A3,2021,1,15182.0,120.0,276.0
1012,A3,2021,2,1128.0,124.0,124.0
1012,A3,2021,3,10756.0,275.0,104.0
1013,A2,2021,1,15182.0,82.0,602.0
1013,A2,2021,2,1128.0,602.0,668.0
1013,A2,2021,3,10756.0,668.0,341.0
1014,A1,2021,1,15182.0,87.0,89.0
1014,A1,2021,2,1128.0,74.0,74.0
1014,A1,2021,3,10756.0,89.0,81.0
1015,A1,2021,1,15182.0,109.0,196.0
1015,A1,2021,2,1128.0,195.0,186.0
1015,A1,2021,3,10756.0,187.0,128.0
1016,A1,2021,1,15182.0,130.0,399.0
1016,A1,2021,2,1128.0,399.0,382.0
1016,A1,2021,3,10756.0,382.0,299.0
1017,A3,2021,1,15182.0,126.0,259.0
1017,A3,2021,2,1128.0,258.0,214.0
1017,A3,2021,3,10756.0,214.0,120.0
1018,A1,2021,1,15182.0,91.0,339.0
1018,A1,2021,2,1128.0,339.0,320.0
1018,A1,2021,3,10756.0,320.0,321.0
1019,A1,2021,1,15182.0,99.0,100.0
1019,A1,2021,2,1128.0,100.0,96.0
1019,A1,2021,3,10756.0,96.0,70.0
1020,A3,2021,1,15182.0,177.0,346.0
1020,A3,2021,2,1128.0,346.0,258.0
1020,A3,2021,3,10756.0,258.0,280.0
1021,A1,2021,1,15182.0,92.0,160.0
1021,A1,2021,2,1128.0,160.0,154.0
1021,A1,2021,3,10756.0,154.0,112.0
1022,A1,2021,1,15182.0,56.0,71.0
1022,A1,2021,2,1128.0,71.0,68.0
1022,A1,2021,3,10756.0,70.0,71.0
1023,A1,2021,1,15182.0,116.0,231.0
1023,A1,2021,2,1128.0,232.0,270.0
1023,A1,2021,3,10756.0,270.0,237.0
1024,A3,2021,1,15182.0,185.0,560.0
1024,A3,2021,2,1128.0,560.0,466.0
1024,A3,2021,3,10756.0,450.0,290.0
1025,A1,2021,1,15182.0,79.0,129.0
1025,A1,2021,2,1128.0,129.0,121.0
1025,A1,2021,3,10756.0,121.0,115.0
1026,A1,2021,1,15182.0,54.0,51.0
1026,A1,2021,2,1128.0,51.0,50.0
1026,A1,2021,3,10756.0,50.0,49.0
1027,A1,2021,1,15182.0,77.0,104.0
1027,A1,2021,2,1128.0,104.0,125.0
1027,A1,2021,3,10756.0,125.0,156.0
1028,A1,2021,1,15182.0,128.0,91.0
1028,A1,2021,2,1128.0,91.0,89.0
1028,A1,2021,3,10756.0,89.0,58.0
1029,A3,2021,1,15182.0,146.0,416.0
1029,A3,2021,2,1128.0,416.0,375.0
1029,A3,2021,3,10756.0,375.0,116.0
1030,A3,2021,1,15182.0,113.0,401.0
1030,A3,2021,2,1128.0,401.0,361.0
1030,A3,2021,3,10756.0,361.0,163.0
1031,A1,2021,1,15182.0,58.0,75.0
1031,A1,2021,2,1128.0,75.0,70.0
1031,A1,2021,3,10756.0,70.0,57.0
1032,A1,2021,1,15182.0,76.0,75.0
1032,A1,2021,2,1128.0,75.0,74.0
1032,A1,2021,3,10756.0,74.0,54.0
1033,A1,2021,1,15182.0,110.0,96.0
1033,A1,2021,2,1128.0,96.0,95.0
1033,A1,2021,3,10756.0,95.0,77.0
1034,A1,2021,1,15182.0,82.0,114.0
1034,A1,2021,2,1128.0,114.0,110.0
1034,A1,2021,3,10756.0,110.0,96.0
1035,A2,2021,1,15182.0,173.0,116.0
1035,A2,2021,2,1128.0,116.0,149.0
1035,A2,2021,3,10756.0,149.0,77.0
1036,A1,2021,1,15182.0,104.0,122.0
1036,A1,2021,2,1128.0,122.0,119.0
1036,A1,2021,3,10756.0,119.0,95.0
1037,A1,2021,1,15182.0,77.0,74.0
1037,A1,2021,2,1128.0,74.0,73.0
1037,A1,2021,3,10756.0,73.0,66.0
1038,A3,2021,1,15182.0,201.0,249.0
1038,A3,2021,2,1128.0,249.0,210.0
1038,A3,2021,3,10756.0,210.0,64.0
1039,A3,2021,1,15182.0,80.0,116.0
1039,A3,2021,2,1128.0,116.0,119.0
1039,A3,2021,3,10756.0,119.0,89.0
1040,A1,2021,1,15182.0,93.0,86.0
1040,A1,2021,2,1128.0,86.0,83.0
1040,A1,2021,3,10756.0,83.0,95.0
1041,A1,2021,1,15182.0,119.0,127.0
1041,A1,2021,2,1128.0,127.0,122.0
1041,A1,2021,3,10756.0,122.0,105.0
1042,A1,2021,1,15182.0,44.0,44.0
1042,A1,2021,2,1128.0,44.0,43.0
1042,A1,2021,3,10756.0,43.0,55.0
1043,A3,2021,1,15182.0,58.0,81.0
1043,A3,2021,2,1128.0,72.0,65.0
1043,A3,2021,3,10756.0,74.0,81.0
1044,A3,2021,1,15182.0,65.0,68.0
1044,A3,2021,2,1128.0,53.0,46.0
1044,A3,2021,3,10756.0,61.0,74.0
1045,A1,2021,1,15182.0,55.0,68.0
1045,A1,2021,2,1128.0,54.0,51.0
1045,A1,2021,3,10756.0,51.0,42.0
1046,A2,2021,1,15182.0,102.0,141.0
1046,A2,2021,2,1128.0,141.0,120.0
1046,A2,2021,3,10756.0,120.0,104.0
1047,A1,2021,1,15182.0,64.0,62.0
1047,A1,2021,2,1128.0,62.0,59.0
1047,A1,2021,3,10756.0,59.0,59.0
1048,A1,2021,1,15182.0,44.0,48.0
