month,product_id,label
2021-01,1001,1531.7407311797142
2021-01,1002,4610.194737762213
2021-01,1003,1863.2788913846016
2021-01,1004,3898.6404640078545
2021-01,1005,3084.9585126042366
2021-01,1006,1988.0602516829967
2021-01,1007,2293.185883998871
2021-01,1008,1880.5048828125
2021-01,1009,2311.706773996353
2021-01,1010,773.1480203568935
2021-01,1011,1272.3158770799637
2021-01,1012,3186.1460421085358
2021-01,1013,14845.11983627081
2021-01,1014,634.6447952091694
2021-01,1015,1590.2401321828365
2021-01,1016,2414.132764339447
2021-01,1017,1869.0088770389557
2021-01,1018,1698.7722308933735
2021-01,1019,1300.6724266409874
2021-01,1020,2651.4295560121536
2021-01,1021,1722.2514810562134
2021-01,1022,819.128469824791
2021-01,1023,1203.8075878322124
2021-01,1024,3471.0315036177635
2021-01,1025,1728.739908516407
2021-01,1026,742.0385397672653
2021-01,1027,1203.3967527151108
2021-01,1028,1734.35107755661
2021-01,1029,2153.848987966776
2021-01,1030,2045.294639468193
2021-01,1031,1133.5103678107262
2021-01,1032,1163.06269967556
2021-01,1033,656.5432570874691
2021-01,1034,1296.185016155243
2021-01,1035,6194.594941735268
2021-01,1036,1486.257721066475
2021-01,1037,718.8410390019417
2021-01,1038,2295.2985756993294
2021-01,1039,1463.5305309295654
2021-01,1040,740.9031240344048
2021-01,1041,1264.5689286589622
2021-01,1042,859.0053327679634
2021-01,1043,1220.9123746156693
2021-01,1044,1766.7053773999214
2021-01,1045,415.87743043899536
2021-01,1046,2705.2502377033234
2021-01,1047,1090.1432152986526
2021-01,1048,852.4470598697662
2021-01,1049,1036.0552768409252
2021-01,1050,1477.9520802497864
2021-01,1051,509.22452652454376
2021-01,1052,3306.42648679018
2021-01,1053,334.03552508354187
2021-01,1054,893.4489945173264
2021-01,1055,1163.35813164711
2021-01,1056,2509.2722073197365
2021-01,1057,895.769293308258
2021-01,1058,116.5672607421875
2021-01,1059,230.05863082408905
2021-01,1060,67.91198253631592
2021-01,1061,455.71436834335327
2021-01,1062,188.45384001731873
2021-01,1063,2181.9348134994507
2021-01,1064,1917.345575094223
2021-01,1065,655.3290153443813
2021-01,1066,4561.95108127594
2021-01,1067,1901.0063636898994
2021-01,1068,4010.195743739605
2021-01,1069,1831.0307252407074
2021-01,1070,34573.50648021698
2021-01,1071,44282.548151016235
2021-01,1072,7581.11849719286
2021-01,1073,12809.194342792034
2021-01,1074,2935.609609246254
2021-01,1075,1895.064281821251
2021-01,1076,1455.5504416525364
2021-01,1077,3308.1819545030594
2021-01,1078,2305.8212661743164
2021-01,1079,1796.942057967186
2021-01,1080,1599.4034307003021
2021-01,1081,1457.8203663825989
2021-01,1082,1529.990797072649
2021-01,1083,1981.120252609253
2021-01,1084,2618.6880936026573
2021-01,1085,1542.6914435625076
2021-01,1086,2710.387433886528
2021-01,1087,590.20790630579
2021-01,1088,1689.3977656960487
2021-01,1089,1297.3267784118652
2021-01,1090,3002.9333673119545
2021-01,1091,825.5664051771164
2021-01,1092,1891.8893265128136
2021-01,1093,1520.2797918319702
2021-01,1094,2380.4087591171265
2021-01,1095,1827.3160601854324
2021-01,1096,1671.2582638859749
2021-01,1097,1913.1769800186157
2021-01,1098,1977.7183848023415
2021-01,1099,34565.838593274355
2021-01,1100,13033.934965074062
2021-01,1101,3291.874467253685
2021-01,1102,1500.5707378387451
2021-01,1103,1346.6044567227364
2021-01,1104,992.1668090820312
2021-01,1105,1298.7681646347046
2021-01,1106,672.2543683052063
2021-01,1107,391.3321450352669
2021-01,1108,0.0
2021-01,1109,4335.659980773926
2021-01,1110,2969.2343130111694
2021-01,1111,3355.6095123291016
2021-01,1112,1768.8130858540535
2021-01,1113,1150.9073640108109
2021-01,1114,768.6500992774963
2021-01,1115,1238.135573387146
2021-01,1116,1615.4402929544449
2021-01,1117,0.0
2021-01,1118,4035.176513671875
2021-01,1119,2108.1536121964455
2021-01,1120,1458.285268843174
2021-01,1121,2004.7506791353226
2021-01,1122,506.4829452931881
